query,context,response
Implement widgets?,step 4: html code,step 4: html code
Implement widgets?,"if you have edited and adjusted everything according to your preferences and you are satisfied with the result, click generate html code in the top left corner.","if you have edited and adjusted everything according to your preferences and you are satisfied with the result, click generate html code in the top left corner."
Implement widgets?,now copy the code to the appropriate place in your shop. usually this would be your product page template.,now copy the code to the appropriate place in your shop. usually this would be your product page template.
Implement widgets?,"last but not least, you need to replace the fixed example-value after ""data-amount"" in the code-snippet with your shop's price variable, so that our widget will be able to draw the correct price of each item and calculate the monthly rate accordingly.","last but not least, you need to replace the fixed example-value after ""data-amount"" in the code-snippet with your shop's price variable, so that our widget will be able to draw the correct price of each item and calculate the monthly rate accordingly."
Implement widgets?,faq,faq
Implement widgets?,"q: i get the error message ""can not get calculations from server"", why is this?","q: i get the error message ""can not get calculations from server"", why is this?"
Implement widgets?,a: this can happen if you have activated payment methods in addition to the installment loan in the same checkout,a: this can happen if you have activated payment methods in addition to the installment loan in the same checkout
Implement widgets?,q: what do i have to do if i want to design my widget optically different than what is possible using your interface?,q: what do i have to do if i want to design my widget optically different than what is possible using your interface?
Implement widgets?,a: please contact support@payever.de with the email address you used to create your payever account - we will provide you with the relevant documentation on where you can find the respective endpoint and how you can use it.,a: please contact support@payever.de with the email address you used to create your payever account - we will provide you with the relevant documentation on where you can find the respective endpoint and how you can use it.
Implement widgets?,q: where exactly in my shop do i have to insert the html code?,q: where exactly in my shop do i have to insert the html code?
Implement widgets?,"a: this depends on your shop system, there are no general instructions. please contact support@payever.de if you need help setting up the widget in your shop.","a: this depends on your shop system, there are no general instructions. please contact support@payever.de if you need help setting up the widget in your shop."
Implement widgets?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Implement widgets?,https://support.payever.org/hc/article_attachments/10059049277980,https://support.payever.org/hc/article_attachments/10059049277980
Implement widgets?,https://support.payever.org/hc/article_attachments/10059049280924,https://support.payever.org/hc/article_attachments/10059049280924
Implement widgets?,https://support.payever.org/hc/article_attachments/10059045348892,https://support.payever.org/hc/article_attachments/10059045348892
Implement widgets?,https://support.payever.org/hc/article_attachments/4403494667538,https://support.payever.org/hc/article_attachments/4403494667538
Implement widgets?,https://support.payever.org/hc/article_attachments/4403494982162,https://support.payever.org/hc/article_attachments/4403494982162
Implement widgets?,https://support.payever.org/hc/article_attachments/4403502768402,https://support.payever.org/hc/article_attachments/4403502768402
Implement widgets?,https://support.payever.org/hc/article_attachments/4403494515986,https://support.payever.org/hc/article_attachments/4403494515986
Implement widgets?,https://support.payever.org/hc/article_attachments/4403494539026,https://support.payever.org/hc/article_attachments/4403494539026
Implement widgets?,https://support.payever.org/hc/article_attachments/360017400859,https://support.payever.org/hc/article_attachments/360017400859
Implement widgets?,https://support.payever.org/hc/article_attachments/4403494637202,https://support.payever.org/hc/article_attachments/4403494637202
Setting up your PoS terminal?,please follow the below steps to set up your pos terminal.,please follow the below steps to set up your pos terminal.
Setting up your PoS terminal?,step 1: account creation,step 1: account creation
Setting up your PoS terminal?,"do you already have a payever account? if not, you can create your free payever account here.","do you already have a payever account? if not, you can create your free payever account here."
Setting up your PoS terminal?,step 2 (optional): personalize your dashboard,step 2 (optional): personalize your dashboard
Setting up your PoS terminal?,you can remove apps you don't need from your dashboard to make it easier to navigate - detailed instructions on how this can be done can be found here. you can also change your background image.,you can remove apps you don't need from your dashboard to make it easier to navigate - detailed instructions on how this can be done can be found here. you can also change your background image.
Setting up your PoS terminal?,step 3: configure your settings,step 3: configure your settings
Setting up your PoS terminal?,first open the settings app.,first open the settings app.
Setting up your PoS terminal?,now select business details.,now select business details.
Setting up your PoS terminal?,"in the contact tab, please add your preferred phone number and email address and in the address tab, please add your full address (the address of the branch from where you will operate payever pos). you do not have to fill in the other fields.","in the contact tab, please add your preferred phone number and email address and in the address tab, please add your full address (the address of the branch from where you will operate payever pos). you do not have to fill in the other fields."
Setting up your PoS terminal?,step 4: install payment options,step 4: install payment options
Setting up your PoS terminal?,open the checkout app and select the payment options tab. click on + add.,open the checkout app and select the payment options tab. click on + add.
Setting up your PoS terminal?,"you will be presented with a list of payment options, please select the desired payment method and click on install. please make sure to choose payment methods with the abbreviation pos.","you will be presented with a list of payment options, please select the desired payment method and click on install. please make sure to choose payment methods with the abbreviation pos."
Setting up your PoS terminal?,"after successful installation, you will either be asked to enter credentials that you have received from the payment service provider (psp), for example santander or swedbank, or you will be redirected to the login-page of the psp, where you need to log into an existing account or create a new one with this psp, and are asked to confirm that you want to connect this account to payever (once you have done so, you will be redirected back to payever).","after successful installation, you will either be asked to enter credentials that you have received from the payment service provider (psp), for example santander or swedbank, or you will be redirected to the login-page of the psp, where you need to log into an existing account or create a new one with this psp, and are asked to confirm that you want to connect this account to payever (once you have done so, you will be redirected back to payever)."
Setting up your PoS terminal?,"it depends on the payment option if you need to enter credentials or will be redirected (some psps also support both ways, then you can choose your preferred one).","it depends on the payment option if you need to enter credentials or will be redirected (some psps also support both ways, then you can choose your preferred one)."
Setting up your PoS terminal?,"in case you are asked for credentials, the format and number of credentials will also vary depending on the psp (some will just ask you to enter one long api-key, others require a vendor-number and password, etc.).","in case you are asked for credentials, the format and number of credentials will also vary depending on the psp (some will just ask you to enter one long api-key, others require a vendor-number and password, etc.)."
Setting up your PoS terminal?,"to check whether the payment methods are also activated, go back to the checkout app, to the payment methods tab. you can activate and deactivate payment methods at any time by moving the toggle switch.","to check whether the payment methods are also activated, go back to the checkout app, to the payment methods tab. you can activate and deactivate payment methods at any time by moving the toggle switch."
Setting up your PoS terminal?,step 5 (optional): customise checkout design (colors and logo),step 5 (optional): customise checkout design (colors and logo)
Setting up your PoS terminal?,you have the option of colouring your checkout according to your company branding and adding your own logo. you can find all details on how to do that here.,you have the option of colouring your checkout according to your company branding and adding your own logo. you can find all details on how to do that here.
Setting up your PoS terminal?,step 6 (optional): configure the connect app,step 6 (optional): configure the connect app
Setting up your PoS terminal?,"if you want to accept payments via qr-code, you will need to install the qr-application. if you are planning to accept payments in another way, e.g. by entering all data in the pos terminal directly, you may skip this step.","if you want to accept payments via qr-code, you will need to install the qr-application. if you are planning to accept payments in another way, e.g. by entering all data in the pos terminal directly, you may skip this step."
Setting up your PoS terminal?,open the connect app and select the communication tab in the navigation on the left side. then install the qr application.,open the connect app and select the communication tab in the navigation on the left side. then install the qr application.
Setting up your PoS terminal?,you can adjust the settings in the qr app according to your preferences. choose an image format and whether you want your logo to be displayed or not.,you can adjust the settings in the qr app according to your preferences. choose an image format and whether you want your logo to be displayed or not.
Setting up your PoS terminal?,"attention: the qr code displayed here via the settings is only a preview qr code, please do not download it (you will generate the qr code you need for use at the pos via the pos app in the following step 7).","attention: the qr code displayed here via the settings is only a preview qr code, please do not download it (you will generate the qr code you need for use at the pos via the pos app in the following step 7)."
Setting up your PoS terminal?,step 7: generate qr code,step 7: generate qr code
Setting up your PoS terminal?,open the point of sale application and select the connect tab in the navigation on the left side. check whether the applications qr and device payments are activated (they should both be green on the slider).,open the point of sale application and select the connect tab in the navigation on the left side. check whether the applications qr and device payments are activated (they should both be green on the slider).
Setting up your PoS terminal?,"if you wish, you can also upload a logo here if you want your company logo to be visible next to the qr code. to do this, click on settings on the left side, then click on your terminal.","if you wish, you can also upload a logo here if you want your company logo to be visible next to the qr code. to do this, click on settings on the left side, then click on your terminal."
Setting up your PoS terminal?,a window to edit the logo will appear where you can click on add logo and upload your desired image.,a window to edit the logo will appear where you can click on add logo and upload your desired image.
Setting up your PoS terminal?,"now open the qr application in the connect tab where you can download your qr code - you can now print it out or insert it into a print template for flyers, displays or similar.","now open the qr application in the connect tab where you can download your qr code - you can now print it out or insert it into a print template for flyers, displays or similar."
Setting up your PoS terminal?,you can find more information about pos at this link: pos - point of sale,you can find more information about pos at this link: pos - point of sale
Setting up your PoS terminal?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953184308252,https://support.payever.org/hc/article_attachments/9953184308252
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953209385372,https://support.payever.org/hc/article_attachments/9953209385372
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953192137372,https://support.payever.org/hc/article_attachments/9953192137372
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953255449628,https://support.payever.org/hc/article_attachments/9953255449628
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953293983132,https://support.payever.org/hc/article_attachments/9953293983132
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953339426332,https://support.payever.org/hc/article_attachments/9953339426332
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953325440796,https://support.payever.org/hc/article_attachments/9953325440796
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953471726364,https://support.payever.org/hc/article_attachments/9953471726364
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953493079196,https://support.payever.org/hc/article_attachments/9953493079196
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/10014905819164,https://support.payever.org/hc/article_attachments/10014905819164
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953701489180,https://support.payever.org/hc/article_attachments/9953701489180
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953706149532,https://support.payever.org/hc/article_attachments/9953706149532
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/10014956857884,https://support.payever.org/hc/article_attachments/10014956857884
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953764665500,https://support.payever.org/hc/article_attachments/9953764665500
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953835819548,https://support.payever.org/hc/article_attachments/9953835819548
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953860346908,https://support.payever.org/hc/article_attachments/9953860346908
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953900232860,https://support.payever.org/hc/article_attachments/9953900232860
Setting up your PoS terminal?,https://support.payever.org/hc/article_attachments/9953878191004,https://support.payever.org/hc/article_attachments/9953878191004
Employee management?,"are you an organization with several employees who need to access the same payever account? in this case, we recommend you to use our employee management functionality. in this article you will learn how to create employee access, create employee groups and manage access rights.","are you an organization with several employees who need to access the same payever account? in this case, we recommend you to use our employee management functionality. in this article you will learn how to create employee access, create employee groups and manage access rights."
Employee management?,video summary,video summary
Employee management?,where to find the employee management?,where to find the employee management?
Employee management?,please open the settings app. you can reach this either via the gear-symbol in the business apps tile or via the open button further down in the settings tile.,please open the settings app. you can reach this either via the gear-symbol in the business apps tile or via the open button further down in the settings tile.
Employee management?,then click on employee from the left navigation bar.,then click on employee from the left navigation bar.
Employee management?,how to add new employees,how to add new employees
Employee management?,under employees you will now see an overview of all employees that have been invited to this account already.,under employees you will now see an overview of all employees that have been invited to this account already.
Employee management?,"if you want to add a new employee, click on the + symbol.","if you want to add a new employee, click on the + symbol."
Employee management?,"please enter the name, position, phone number and e-mail address of the employee (all other fields as well as profile pictures are optional) and choose which access rights this employee should have. when you click on apps access you will be able to select which rights you want to give this employee. you can select individual apps and decide for each app whether the employee should have full access to the app or, for example, only reading rights.","please enter the name, position, phone number and e-mail address of the employee (all other fields as well as profile pictures are optional) and choose which access rights this employee should have. when you click on apps access you will be able to select which rights you want to give this employee. you can select individual apps and decide for each app whether the employee should have full access to the app or, for example, only reading rights."
Employee management?,"by clicking on save, payever sends an invitation email with a login link to your employee. when the employee opens this link, he is asked to set a password. with this password and the email address to which the invitation was sent the employee can then log into the account again whenever he needs to in the future.","by clicking on save, payever sends an invitation email with a login link to your employee. when the employee opens this link, he is asked to set a password. with this password and the email address to which the invitation was sent the employee can then log into the account again whenever he needs to in the future."
Employee management?,(your employee cannot find the invitation email? please also check the spam folder!),(your employee cannot find the invitation email? please also check the spam folder!)
Employee management?,"please note that your employee must call up the invitation within 24 hours - if he doesn't, the invitation expires. you then have to click on resend in the tile of this employee in order to send him a new invitation.","please note that your employee must call up the invitation within 24 hours - if he doesn't, the invitation expires. you then have to click on resend in the tile of this employee in order to send him a new invitation."
Employee management?,"from the point of view of your employees, your account will look a bit different - your employees will generally only see apps on the dashboard for which they have at least reading rights, all others will not even be displayed.","from the point of view of your employees, your account will look a bit different - your employees will generally only see apps on the dashboard for which they have at least reading rights, all others will not even be displayed."
Employee management?,"if an employee tries to perform an action within an app for which he/she does not have sufficient rights, he/she will receive a corresponding pop-up error message stating that he/she is not authorized to perform this action.","if an employee tries to perform an action within an app for which he/she does not have sufficient rights, he/she will receive a corresponding pop-up error message stating that he/she is not authorized to perform this action."
Employee management?,alternative option of inviting employees,alternative option of inviting employees
Employee management?,"instead of adding your employees manually, you can also automatically approve accounts with certain email domains for your business. all email addresses of this domain can register directly to your business via a specific link. please note that with this option, employees are automatically assigned the position ""employee"" and automatically have access to all apps.","instead of adding your employees manually, you can also automatically approve accounts with certain email domains for your business. all email addresses of this domain can register directly to your business via a specific link. please note that with this option, employees are automatically assigned the position ""employee"" and automatically have access to all apps."
Employee management?,"to activate a specific domain for inviting your employees, you need to go to your business settings:","to activate a specific domain for inviting your employees, you need to go to your business settings:"
Employee management?,there you can select whitelist domains under business details:,there you can select whitelist domains under business details:
Employee management?,"enter the mail domain you want to automatically approve here, e.g. payever.org, and confirm this with add domain. you can then copy the link under copy registration url. don't forget to save your settings:","enter the mail domain you want to automatically approve here, e.g. payever.org, and confirm this with add domain. you can then copy the link under copy registration url. don't forget to save your settings:"
Employee management?,"you can forward the copied registration link to your employees. if they register via the link, they will first be displayed with the status ""invited"" in your employee administration until they confirm their email address by clicking activate access now:","you can forward the copied registration link to your employees. if they register via the link, they will first be displayed with the status ""invited"" in your employee administration until they confirm their email address by clicking activate access now:"
Employee management?,"after clicking the link in the email, the corresponding person has full access to the respective business and the status of the profile in the employee administration is ""active”. if a person with a different email domain registers via the link, they will receive the status ""needs approval"" in the employee administration. you can activate this account manually under ""approve"":","after clicking the link in the email, the corresponding person has full access to the respective business and the status of the profile in the employee administration is ""active”. if a person with a different email domain registers via the link, they will receive the status ""needs approval"" in the employee administration. you can activate this account manually under ""approve"":"
Employee management?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Employee management?,https://support.payever.org/hc/article_attachments/10059585612060,https://support.payever.org/hc/article_attachments/10059585612060
Employee management?,https://support.payever.org/hc/article_attachments/10059540769564,https://support.payever.org/hc/article_attachments/10059540769564
Employee management?,https://support.payever.org/hc/article_attachments/10059585614108,https://support.payever.org/hc/article_attachments/10059585614108
Employee management?,https://support.payever.org/hc/article_attachments/10059585615132,https://support.payever.org/hc/article_attachments/10059585615132
Employee management?,https://support.payever.org/hc/article_attachments/10059585617180,https://support.payever.org/hc/article_attachments/10059585617180
Employee management?,https://support.payever.org/hc/article_attachments/10059585618204,https://support.payever.org/hc/article_attachments/10059585618204
Employee management?,https://support.payever.org/hc/article_attachments/10059540778652,https://support.payever.org/hc/article_attachments/10059540778652
Employee management?,https://support.payever.org/hc/article_attachments/10059585612060,https://support.payever.org/hc/article_attachments/10059585612060
Employee management?,https://support.payever.org/hc/article_attachments/12616105946524,https://support.payever.org/hc/article_attachments/12616105946524
Employee management?,https://support.payever.org/hc/article_attachments/12616105952668,https://support.payever.org/hc/article_attachments/12616105952668
Employee management?,https://support.payever.org/hc/article_attachments/12616105956252,https://support.payever.org/hc/article_attachments/12616105956252
Employee management?,https://support.payever.org/hc/article_attachments/12616105963804,https://support.payever.org/hc/article_attachments/12616105963804
Generate QR Code?,step 1:,step 1:
Generate QR Code?,open the pos-app. you can do this in the business apps under point of sale or click open in the tile under point of sale.,open the pos-app. you can do this in the business apps under point of sale or click open in the tile under point of sale.
Generate QR Code?,"from there, select the connect tab.","from there, select the connect tab."
Generate QR Code?,now check under connect wether the application qr is activated.,now check under connect wether the application qr is activated.
Generate QR Code?,step 2:,step 2:
Generate QR Code?,click on add.,click on add.
Generate QR Code?,"now, click on install at qr.","now, click on install at qr."
Generate QR Code?,please click on done - the qr-code shown is not the qr-code you need for use at the pos.,please click on done - the qr-code shown is not the qr-code you need for use at the pos.
Generate QR Code?,"now, click on close at the top right corner.","now, click on close at the top right corner."
Generate QR Code?,"check if the qr-app is still active, i.e. if the toggle switch is blue. if the toggle switch is still grey, click it to activate the qr application.","check if the qr-app is still active, i.e. if the toggle switch is blue. if the toggle switch is still grey, click it to activate the qr application."
Generate QR Code?,how to download / print the qr-code and use it for pos you can find out here.,how to download / print the qr-code and use it for pos you can find out here.
Generate QR Code?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Generate QR Code?,https://support.payever.org/hc/article_attachments/10015234751004,https://support.payever.org/hc/article_attachments/10015234751004
Generate QR Code?,https://support.payever.org/hc/article_attachments/9954955612828,https://support.payever.org/hc/article_attachments/9954955612828
Generate QR Code?,https://support.payever.org/hc/article_attachments/9954989306140,https://support.payever.org/hc/article_attachments/9954989306140
Generate QR Code?,https://support.payever.org/hc/article_attachments/9954961907868,https://support.payever.org/hc/article_attachments/9954961907868
Generate QR Code?,https://support.payever.org/hc/article_attachments/9955028541340,https://support.payever.org/hc/article_attachments/9955028541340
Generate QR Code?,https://support.payever.org/hc/article_attachments/9955129207836,https://support.payever.org/hc/article_attachments/9955129207836
Generate QR Code?,https://support.payever.org/hc/article_attachments/9955143820316,https://support.payever.org/hc/article_attachments/9955143820316
Generate QR Code?,https://support.payever.org/hc/article_attachments/9955205829404,https://support.payever.org/hc/article_attachments/9955205829404
Zinia Buy Now Pay Later Germany?,"the bnpl / invoice payment option is offered in cooperation with our partner zinia. your customer has an additional 30 days time to pay for their purchase, whereas you will receive the full amount from santander shortly after you have handed out the purchased items.","the bnpl / invoice payment option is offered in cooperation with our partner zinia. your customer has an additional 30 days time to pay for their purchase, whereas you will receive the full amount from santander shortly after you have handed out the purchased items."
Zinia Buy Now Pay Later Germany?,onboarding,onboarding
Zinia Buy Now Pay Later Germany?,"please note that in addition to having a payever account (create for free here) you also need a contract with zinia in order to use this payment method. in case you have not been in contact with zinia so far, please contact support@payever.de and we will support you throughout the merchant onboarding process.","please note that in addition to having a payever account (create for free here) you also need a contract with zinia in order to use this payment method. in case you have not been in contact with zinia so far, please contact support@payever.de and we will support you throughout the merchant onboarding process."
Zinia Buy Now Pay Later Germany?,terms and conditions,terms and conditions
Zinia Buy Now Pay Later Germany?,"bnpl/ invoice is available for amounts from 50€ to 750€ by default (the maximum amount may vary, it is determined individually by zinia).","bnpl/ invoice is available for amounts from 50€ to 750€ by default (the maximum amount may vary, it is determined individually by zinia)."
Zinia Buy Now Pay Later Germany?,bnpl is only available to customers of legal age with a permanent residence in germany.,bnpl is only available to customers of legal age with a permanent residence in germany.
Zinia Buy Now Pay Later Germany?,please note that bnpl can only be offered to private consumers (not suitable for corporate customers).,please note that bnpl can only be offered to private consumers (not suitable for corporate customers).
Zinia Buy Now Pay Later Germany?,please not that the finalisation period is 10 days - this means you must hand out or ship all items in the order within 10 days of the transaction being placed.,please not that the finalisation period is 10 days - this means you must hand out or ship all items in the order within 10 days of the transaction being placed.
Zinia Buy Now Pay Later Germany?,installing the payment option,installing the payment option
Zinia Buy Now Pay Later Germany?,"to install zinia bnpl, please open the connect app.","to install zinia bnpl, please open the connect app."
Zinia Buy Now Pay Later Germany?,"please select payments on the lefthand side and scroll down all the way to zinia pos de. (please make sure the payment option has pos in the title, the ones that don't have pos only work for online shops).","please select payments on the lefthand side and scroll down all the way to zinia pos de. (please make sure the payment option has pos in the title, the ones that don't have pos only work for online shops)."
Zinia Buy Now Pay Later Germany?,"click on install, enter your zinia api key and then click the connect button. the field channel id is optional, you usually won't need to fill it in.","click on install, enter your zinia api key and then click the connect button. the field channel id is optional, you usually won't need to fill it in."
Zinia Buy Now Pay Later Germany?,"enable the checkbox email notifications in case you wish to receive emails when the status of any transaction changes. you can also choose your capture settings here (should payments be activated automatically on approval, or upon you clicking shipping goods as described in the last section of this manual). last but not least, click on save in order to save the configurations you have made.","enable the checkbox email notifications in case you wish to receive emails when the status of any transaction changes. you can also choose your capture settings here (should payments be activated automatically on approval, or upon you clicking shipping goods as described in the last section of this manual). last but not least, click on save in order to save the configurations you have made."
Zinia Buy Now Pay Later Germany?,submitting a new transaction,submitting a new transaction
Zinia Buy Now Pay Later Germany?,"to initiate a new loan application, please find the app pos on the dashboard of your payever account and open it in order to get to the pos terminal.","to initiate a new loan application, please find the app pos on the dashboard of your payever account and open it in order to get to the pos terminal."
Zinia Buy Now Pay Later Germany?,there a 2 different ways to submit a transaction:,there a 2 different ways to submit a transaction:
Zinia Buy Now Pay Later Germany?,"for the first approach (entirely self-service), please go to pos > connect and open the qr app (in case it is not installed yet in your account, please first open the connect app, go to section communication and install the app qr).","for the first approach (entirely self-service), please go to pos > connect and open the qr app (in case it is not installed yet in your account, please first open the connect app, go to section communication and install the app qr)."
Zinia Buy Now Pay Later Germany?,"click on the qr code that is being shown with your left mouse button and keep the button pressed as you drag the qr-code onto your start screen (drag and drop to get the qr code onto your computer as a png file). this is a static qr code that can be used as often as needed, so you can print it out for your customers to scan it with their phones and walk themselves through the checkout process.","click on the qr code that is being shown with your left mouse button and keep the button pressed as you drag the qr-code onto your start screen (drag and drop to get the qr code onto your computer as a png file). this is a static qr code that can be used as often as needed, so you can print it out for your customers to scan it with their phones and walk themselves through the checkout process."
Zinia Buy Now Pay Later Germany?,"for the second approach (initiation via the pos terminal), open the pos app and click the calculator-icon in the header of the pos terminal.","for the second approach (initiation via the pos terminal), open the pos app and click the calculator-icon in the header of the pos terminal."
Zinia Buy Now Pay Later Germany?,enter an amount and reference number of your choice. this reference will later also be included on any payout files you may receive from zinia after the payment has been carried out successfully.,enter an amount and reference number of your choice. this reference will later also be included on any payout files you may receive from zinia after the payment has been carried out successfully.
Zinia Buy Now Pay Later Germany?,now enter the customers' contact details and address.,now enter the customers' contact details and address.
Zinia Buy Now Pay Later Germany?,"click the button on the upper right corner and choose how you want to transfer the checkout flow to you customer's smartphone (qr, email, etc.).","click the button on the upper right corner and choose how you want to transfer the checkout flow to you customer's smartphone (qr, email, etc.)."
Zinia Buy Now Pay Later Germany?,"on his phone, the customer will run through the following steps:","on his phone, the customer will run through the following steps:"
Zinia Buy Now Pay Later Germany?,verifying a transaction,verifying a transaction
Zinia Buy Now Pay Later Germany?,"afterwards, please go to the transactions app and select the transaction in question.","afterwards, please go to the transactions app and select the transaction in question."
Zinia Buy Now Pay Later Germany?,"it will have status in progress for the moment, until you have confirmed it successfully.","it will have status in progress for the moment, until you have confirmed it successfully."
Zinia Buy Now Pay Later Germany?,"to do so, please click verify and enter the 4 digit code that your customer has received via sms after submitting his transaction.","to do so, please click verify and enter the 4 digit code that your customer has received via sms after submitting his transaction."
Zinia Buy Now Pay Later Germany?,"provided the code was correct, status will switch to accepted afterwards.","provided the code was correct, status will switch to accepted afterwards."
Zinia Buy Now Pay Later Germany?,"status accepted means you are guaranteed a payout by zinia for this transaction, provided you hand out or deliver the items to the customer within the agreed upon finalisation period and also inform zinia about that within this time period","status accepted means you are guaranteed a payout by zinia for this transaction, provided you hand out or deliver the items to the customer within the agreed upon finalisation period and also inform zinia about that within this time period"
Zinia Buy Now Pay Later Germany?,"in order to notify zinia you have handed out or shipped the items, please click on shipping goods as shown above.","in order to notify zinia you have handed out or shipped the items, please click on shipping goods as shown above."
Zinia Buy Now Pay Later Germany?,"after you have done that successfully, status will switch to paid, zinia will initiate the payout to your bank account, and the customer's 30 day payment period starts.","after you have done that successfully, status will switch to paid, zinia will initiate the payout to your bank account, and the customer's 30 day payment period starts."
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9963267562140,https://support.payever.org/hc/article_attachments/9963267562140
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/10015437070236,https://support.payever.org/hc/article_attachments/10015437070236
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9963299746844,https://support.payever.org/hc/article_attachments/9963299746844
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9963306123676,https://support.payever.org/hc/article_attachments/9963306123676
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9963338887580,https://support.payever.org/hc/article_attachments/9963338887580
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9344115439644,https://support.payever.org/hc/article_attachments/9344115439644
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9344100283420,https://support.payever.org/hc/article_attachments/9344100283420
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9963618092188,https://support.payever.org/hc/article_attachments/9963618092188
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9344750433564,https://support.payever.org/hc/article_attachments/9344750433564
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9344832651292,https://support.payever.org/hc/article_attachments/9344832651292
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9344890862108,https://support.payever.org/hc/article_attachments/9344890862108
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9348163340060,https://support.payever.org/hc/article_attachments/9348163340060
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9348163342236,https://support.payever.org/hc/article_attachments/9348163342236
Zinia Buy Now Pay Later Germany?,https://support.payever.org/hc/article_attachments/9963739009820,https://support.payever.org/hc/article_attachments/9963739009820
Santander Installments Financing Denmark?,"the financing (loan) is offered in cooperation with our partner santander consumer bank. your customer has the option of paying back with a maturity of 3 to 180 months, whereas you will receive the full amount from santander shortly after the goods have been shipped.","the financing (loan) is offered in cooperation with our partner santander consumer bank. your customer has the option of paying back with a maturity of 3 to 180 months, whereas you will receive the full amount from santander shortly after the goods have been shipped."
Santander Installments Financing Denmark?,"please note that in addition to having a payever account (create for free here) you also need a contract with santander in order to use this payment method. in case you have not been in contact with santander dk so far, please contact support@payever.de and we will support you throughout the merchant onboarding process of the bank.","please note that in addition to having a payever account (create for free here) you also need a contract with santander in order to use this payment method. in case you have not been in contact with santander dk so far, please contact support@payever.de and we will support you throughout the merchant onboarding process of the bank."
Santander Installments Financing Denmark?,"santander provides custom rates and conditions in order to best suit the individual financing needs of the merchant and his respective industry, with a wide range of interest rates all the way down to 0%. (merchant-subsidized interest free loans).","santander provides custom rates and conditions in order to best suit the individual financing needs of the merchant and his respective industry, with a wide range of interest rates all the way down to 0%. (merchant-subsidized interest free loans)."
Santander Installments Financing Denmark?,"santander supports all maturities between 3 and 180 months, but you can have this customised according to your store's needs and could e.g. also opt to only offer loans up to 36 months.","santander supports all maturities between 3 and 180 months, but you can have this customised according to your store's needs and could e.g. also opt to only offer loans up to 36 months."
Santander Installments Financing Denmark?,"the financing (loan) is avilable for amounts from at least 2.000 dkk up to 100,000 dkk by default (the maximum amount may vary, it is determined individually by santander).","the financing (loan) is avilable for amounts from at least 2.000 dkk up to 100,000 dkk by default (the maximum amount may vary, it is determined individually by santander)."
Santander Installments Financing Denmark?,the financing (loan) is only available to customers based in denmark .,the financing (loan) is only available to customers based in denmark .
